"X.2","X.1","X","sect_triris","district","morph","colour","colour_simplif","extleft_fing","medleft_fing","intleft_fing","backleft_fing","extright_fing","medright_fing","intright_fing","backright_fing","left_tot","right_tot","total","mutilation","age","weather","nbindiv_checked","nbindiv_mutil","abund_sect","area","area_km","greenspace_area","greenspace_dens","dovecote","noise_pollut","humpop_2015","nb_passers","bakeries","fabric_manuf","haircut","nb_closedmarkets","nb_openmarkets","nb_biomarkets","nb_foodmarkets","openmarkets","foodmarkets","hrs_closedmarkets","hrs_openmarkets","hrs_biomarkets","tot_openhours","airqual_pca1","recyclwaste","nonrecyclwaste","waste","humpop_dens","human_flow","openmarkets_dens","foodmarkets_dens","hrsarea_openmarkets","hrsarea_totopenhrs","bakeries_dens","fabricmanuf_dens","hairdres_dens","waste_dens","prop_mutil","ID"
590,590,590,98,12,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,590
591,591,591,98,12,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,591
592,592,592,98,12,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,592
593,593,593,98,12,1,"Rp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,593
594,594,594,98,12,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,594
595,595,595,98,12,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",27,8,10.3333333333333,15.49,0.15,8975.67331602667,579.449536218636,0,5,7122,2674338,8,1,12,0,0,0,0,0,0,0,0,0,0,0.839357028912055,5650.1,43189,48839.1,459.780503550678,172649.322143318,0,0,0,0,0.516462233699161,0.0645577792123951,0.774693350548741,3152.94383473209,0.296296296296296,595
596,596,596,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,596
597,597,597,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,597
598,598,598,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,598
599,599,599,108,13,1,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,599
600,600,600,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,600
601,601,601,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,601
602,602,602,108,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,602
603,603,603,108,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,603
604,604,604,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,604
605,605,605,108,13,1,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,605
606,606,606,108,13,2,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,606
607,607,607,108,13,2,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,607
608,608,608,108,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,608
609,609,609,108,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,609
610,610,610,108,13,3,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,610
611,611,611,108,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,611
612,612,612,108,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,612
613,613,613,108,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,613
614,614,614,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,614
615,615,615,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,615
616,616,616,108,13,2,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,616
617,617,617,108,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,617
618,618,618,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,618
619,619,619,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,619
620,620,620,108,13,1,"R","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,620
621,621,621,108,13,3,"Rp","R",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,621
622,622,622,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,622
623,623,623,108,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,623
624,624,624,108,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,624
625,625,625,108,13,2,"B","B",0,0,0,0,0,0,1,0,0,1,1,1,"A","ensoleille",30,3,31.3333333333333,32.91,0.33,78282.1486994922,2378.67361590678,1,5,9027,6886845,3,0,6,0,0,0,0,0,0,0,0,0,0,-0.772255066565944,6876.5,53709,60585.5,274.293527803099,209262.989972653,0,0,0,0,0.0911577028258888,0,0.182315405651778,1840.9450015193,0.1,625
626,626,626,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,626
627,627,627,113,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,627
628,628,628,113,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,628
629,629,629,113,13,4,"B","B",1,1,0,0,0,0,1,1,2,2,4,1,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,629
630,630,630,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,630
631,631,631,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,631
632,632,632,113,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,632
633,633,633,113,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,633
634,634,634,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,634
635,635,635,113,13,1,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,635
636,636,636,113,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,636
637,637,637,113,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,637
638,638,638,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,638
639,639,639,113,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,639
640,640,640,113,13,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,640
641,641,641,113,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,641
642,642,642,113,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,642
643,643,643,113,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,643
644,644,644,113,13,3,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,644
645,645,645,113,13,3,"B","B",0,0,1,1,0,0,0,0,2,0,2,1,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,645
646,646,646,113,13,1,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,646
647,647,647,113,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,647
648,648,648,113,13,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,648
649,649,649,113,13,3,"B","B",0,0,0,0,0,0,1,0,0,1,1,1,"A","ensoleille",24,4,31.3333333333333,16.4,0.2,19116.748027712,1165.65536754341,0,5,7876,5848347,4,0,5,0,1,0,1,1,1,0,15,0,15,-0.772255066565944,6876.5,53709,60585.5,480.243902439024,356606.524390244,0.0609756097560976,0.0609756097560976,0.914634146341463,0.914634146341463,0.24390243902439,0,0.304878048780488,3694.23780487805,0.166666666666667,649
650,650,650,115,13,1,"B","B",0,0,1,0,1,0,0,0,1,1,2,1,"A","couvert",30,8,23,25.03,0.25,15790.584448654,630.866338340152,0,5,9516,2122847,6,0,9,0,1,0,1,1,1,0,15.5,0,15.5,-0.772255066565944,6876.5,53709,60585.5,380.183779464642,84812.1054734319,0.0399520575309628,0.0399520575309628,0.619256891729924,0.619256891729924,0.239712345185777,0,0.359568517778666,2420.51538154215,0.266666666666667,650
651,651,651,115,13,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,8,23,25.03,0.25,15790.584448654,630.866338340152,0,5,9516,2122847,6,0,9,0,1,0,1,1,1,0,15.5,0,15.5,-0.772255066565944,6876.5,53709,60585.5,380.183779464642,84812.1054734319,0.0399520575309628,0.0399520575309628,0.619256891729924,0.619256891729924,0.239712345185777,0,0.359568517778666,2420.51538154215,0.266666666666667,651
652,652,652,115,13,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,8,23,25.03,0.25,15790.584448654,630.866338340152,0,5,9516,2122847,6,0,9,0,1,0,1,1,1,0,15.5,0,15.5,-0.772255066565944,6876.5,53709,60585.5,380.183779464642,84812.1054734319,0.0399520575309628,0.0399520575309628,0.619256891729924,0.619256891729924,0.239712345185777,0,0.359568517778666,2420.51538154215,0.266666666666667,652
