"X.2","X.1","X","sect_triris","district","morph","colour","colour_simplif","extleft_fing","medleft_fing","intleft_fing","backleft_fing","extright_fing","medright_fing","intright_fing","backright_fing","left_tot","right_tot","total","mutilation","age","weather","nbindiv_checked","nbindiv_mutil","abund_sect","area","area_km","greenspace_area","greenspace_dens","dovecote","noise_pollut","humpop_2015","nb_passers","bakeries","fabric_manuf","haircut","nb_closedmarkets","nb_openmarkets","nb_biomarkets","nb_foodmarkets","openmarkets","foodmarkets","hrs_closedmarkets","hrs_openmarkets","hrs_biomarkets","tot_openhours","airqual_pca1","recyclwaste","nonrecyclwaste","waste","humpop_dens","human_flow","openmarkets_dens","foodmarkets_dens","hrsarea_openmarkets","hrsarea_totopenhrs","bakeries_dens","fabricmanuf_dens","hairdres_dens","waste_dens","prop_mutil","ID"
364,364,364,46,9,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,364
365,365,365,46,9,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,365
366,366,366,46,9,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,366
367,367,367,46,9,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,367
368,368,368,46,9,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,368
369,369,369,46,9,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,369
370,370,370,46,9,1,"B","B",0,0,1,1,1,1,0,0,2,2,4,1,"A","couvert",28,3,30.4,19.86,0.2,6420.50593895,323.288315153575,0,5,9117,3594301,6,0,16,0,0,0,0,0,0,0,0,0,0,-0.114229239143512,2422.4,36675,39097.4,459.063444108761,180981.92346425,0,0,0,0,0.302114803625378,0,0.80563947633434,1968.65055387714,0.107142857142857,370
371,371,371,57,10,1,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,371
372,372,372,57,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,372
373,373,373,57,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,373
374,374,374,57,10,4,"B","B",0,0,0,0,0,0,0,1,0,1,1,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,374
375,375,375,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,375
376,376,376,57,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,376
377,377,377,57,10,3,"B","B",1,1,1,1,0,0,0,1,4,1,5,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,377
378,378,378,57,10,3,"B","B",0,0,0,0,0,0,1,0,0,1,1,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,378
379,379,379,57,10,3,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,379
380,380,380,57,10,4,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,380
381,381,381,57,10,4,"R","R",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,381
382,382,382,57,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,382
383,383,383,57,10,3,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,383
384,384,384,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,384
385,385,385,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,385
386,386,386,57,10,1,"B","B",0,0,1,1,0,0,0,0,2,0,2,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,386
387,387,387,57,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,387
388,388,388,57,10,4,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,388
389,389,389,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,389
390,390,390,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,390
391,391,391,57,10,2,"B","B",0,0,1,0,0,0,1,0,1,1,2,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,391
392,392,392,57,10,4,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,392
393,393,393,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,393
394,394,394,57,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,394
395,395,395,57,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,395
396,396,396,57,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"J","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,396
397,397,397,57,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,397
398,398,398,57,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,398
399,399,399,57,10,4,"B","B",0,1,1,1,0,0,1,1,3,2,5,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,399
400,400,400,57,10,3,"B","B",1,1,0,0,0,0,0,0,2,0,2,1,"A","couvert",30,10,25.6666666666667,13.46,0.13,30487.155765331,2265.01900188195,0,13,6768,15298365,7,0,18,0,0,0,0,0,0,0,0,0,0,1.39563527654042,3201.5,39867,43068.5,502.823179791976,1136579.86627043,0,0,0,0,0.520059435364042,0,1.33729569093611,3199.73997028232,0.333333333333333,400
401,401,401,59,10,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,401
402,402,402,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,402
403,403,403,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,403
404,404,404,59,10,4,"Bp","B",0,0,0,1,0,1,0,0,1,1,2,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,404
405,405,405,59,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,405
406,406,406,59,10,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,406
407,407,407,59,10,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,407
408,408,408,59,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,408
409,409,409,59,10,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,409
410,410,410,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,410
411,411,411,59,10,3,"B","B",0,1,1,1,1,0,1,1,3,3,6,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,411
412,412,412,59,10,4,"Bp","B",0,0,1,1,0,0,0,0,2,0,2,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,412
413,413,413,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,413
414,414,414,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,414
415,415,415,59,10,4,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,415
416,416,416,59,10,4,"Bp","B",0,0,0,0,1,1,0,0,0,2,2,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,416
417,417,417,59,10,1,"Bgr","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,417
418,418,418,59,10,1,"B","B",0,0,1,1,0,0,0,0,2,0,2,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,418
419,419,419,59,10,3,"Bp","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,419
420,420,420,59,10,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,420
421,421,421,59,10,2,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,421
422,422,422,59,10,3,"B","B",0,0,0,0,0,0,0,1,0,1,1,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,422
423,423,423,59,10,3,"B","B",0,0,1,0,0,0,0,0,1,0,1,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,423
424,424,424,59,10,4,"Bp","B",0,0,0,0,1,1,0,0,0,2,2,1,"A","couvert",24,6,22.3333333333333,21.55,0.22,13123.45684809,608.97711592065,0,13,7786,4059164,5,2,7,0,1,0,1,1,1,0,8,0,8,1.39563527654042,3201.5,39867,43068.5,361.299303944316,188360.278422274,0.0464037122969838,0.0464037122969838,0.37122969837587,0.37122969837587,0.232018561484919,0.0928074245939675,0.324825986078886,1998.53828306264,0.25,424
425,425,425,65,11,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,6,27,11.38,0.11,1377.88879936,121.079859346221,0,7,6487,7351376,6,0,8,0,1,0,1,1,1,0,15,0,15,1.65847794311418,5447,56184,61631,570.035149384886,645990.86115993,0.0878734622144112,0.0878734622144112,1.31810193321617,1.31810193321617,0.527240773286467,0,0.70298769771529,5415.72934973638,0.2,425
426,426,426,65,11,1,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,6,27,11.38,0.11,1377.88879936,121.079859346221,0,7,6487,7351376,6,0,8,0,1,0,1,1,1,0,15,0,15,1.65847794311418,5447,56184,61631,570.035149384886,645990.86115993,0.0878734622144112,0.0878734622144112,1.31810193321617,1.31810193321617,0.527240773286467,0,0.70298769771529,5415.72934973638,0.2,426
427,427,427,65,11,3,"B","B",0,0,0,0,0,0,0,0,0,0,0,0,"A","couvert",30,6,27,11.38,0.11,1377.88879936,121.079859346221,0,7,6487,7351376,6,0,8,0,1,0,1,1,1,0,15,0,15,1.65847794311418,5447,56184,61631,570.035149384886,645990.86115993,0.0878734622144112,0.0878734622144112,1.31810193321617,1.31810193321617,0.527240773286467,0,0.70298769771529,5415.72934973638,0.2,427
